Frame,Lat,Lon,Altitude_m,Yaw_deg,Pitch_deg,Roll_deg
2581,28.7503876,77.1133867,6.86,302.79,0.75,-0.06
2582,28.7503876,77.1133867,6.86,302.79,0.75,-0.06
2583,28.7503873,77.1133865,6.85,303.04,0.8,-2.18
2584,28.7503873,77.1133865,6.85,303.04,0.8,-2.18
2585,28.7503873,77.1133865,6.85,303.04,0.8,-2.18
2586,28.7503873,77.1133865,6.85,303.04,0.8,-2.18
2587,28.7503873,77.1133865,6.85,303.04,0.8,-2.18
2588,28.7503873,77.1133865,6.85,303.04,0.8,-2.18
2589,28.7503873,77.1133865,6.85,303.04,0.8,-2.18
2590,28.7503868,77.1133862,6.85,303.18,0.75,-5.51
2591,28.7503868,77.1133862,6.85,303.18,0.75,-5.51
2592,28.7503868,77.1133862,6.85,303.18,0.75,-5.51
2593,28.7503868,77.1133862,6.85,303.18,0.75,-5.51
2594,28.7503868,77.1133862,6.85,303.18,0.75,-5.51
2595,28.7503868,77.1133862,6.85,303.18,0.75,-5.51
2596,28.7503868,77.1133862,6.85,303.18,0.75,-5.51
2597,28.7503868,77.1133862,6.85,303.18,0.75,-5.51
2598,28.7503859,77.1133855,6.85,303.43,0.61,-6.45
2599,28.7503859,77.1133855,6.85,303.43,0.61,-6.45
2600,28.7503859,77.1133855,6.85,303.43,0.61,-6.45
2601,28.7503859,77.1133855,6.85,303.43,0.61,-6.45
2602,28.7503859,77.1133855,6.85,303.43,0.61,-6.45
2603,28.7503859,77.1133855,6.85,303.43,0.61,-6.45
2604,28.7503859,77.1133855,6.85,303.43,0.61,-6.45
2605,28.7503846,77.1133846,6.85,303.68,-0.0,-5.45
2606,28.7503846,77.1133846,6.85,303.68,-0.0,-5.45
2607,28.7503846,77.1133846,6.85,303.68,-0.0,-5.45
2608,28.7503846,77.1133846,6.85,303.68,-0.0,-5.45
2609,28.7503846,77.1133846,6.85,303.68,-0.0,-5.45
2610,28.7503846,77.1133846,6.85,303.68,-0.0,-5.45
2611,28.7503846,77.1133846,6.85,303.68,-0.0,-5.45
2612,28.7503846,77.1133846,6.85,303.68,-0.0,-5.45
2613,28.7503827,77.1133832,6.84,303.87,-1.18,-3.18
2614,28.7503827,77.1133832,6.84,303.87,-1.18,-3.18
2615,28.7503827,77.1133832,6.84,303.87,-1.18,-3.18
2616,28.7503827,77.1133832,6.84,303.87,-1.18,-3.18
2617,28.7503827,77.1133832,6.84,303.87,-1.18,-3.18
2618,28.7503827,77.1133832,6.84,303.87,-1.18,-3.18
2619,28.7503827,77.1133832,6.84,303.87,-1.18,-3.18
2620,28.750381,77.1133816,6.84,303.93,-1.87,-0.98
2621,28.750381,77.1133816,6.84,303.93,-1.87,-0.98
2622,28.750381,77.1133816,6.84,303.93,-1.87,-0.98
2623,28.750381,77.1133816,6.84,303.93,-1.87,-0.98
2624,28.750381,77.1133816,6.84,303.93,-1.87,-0.98
2625,28.750381,77.1133816,6.84,303.93,-1.87,-0.98
2626,28.750381,77.1133816,6.84,303.93,-1.87,-0.98
2627,28.750381,77.1133816,6.84,303.93,-1.87,-0.98
2628,28.7503794,77.1133797,6.85,304.13,-2.5,0.58
2629,28.7503794,77.1133797,6.85,304.13,-2.5,0.58
2630,28.7503794,77.1133797,6.85,304.13,-2.5,0.58
2631,28.7503794,77.1133797,6.85,304.13,-2.5,0.58
2632,28.7503794,77.1133797,6.85,304.13,-2.5,0.58
2633,28.7503794,77.1133797,6.85,304.13,-2.5,0.58
2634,28.7503794,77.1133797,6.85,304.13,-2.5,0.58
2635,28.7503782,77.1133777,6.86,304.36,-2.98,2.58
2636,28.7503782,77.1133777,6.86,304.36,-2.98,2.58
2637,28.7503782,77.1133777,6.86,304.36,-2.98,2.58
2638,28.7503782,77.1133777,6.86,304.36,-2.98,2.58
2639,28.7503782,77.1133777,6.86,304.36,-2.98,2.58
2640,28.7503782,77.1133777,6.86,304.36,-2.98,2.58
2641,28.7503782,77.1133777,6.86,304.36,-2.98,2.58
2642,28.7503782,77.1133777,6.86,304.36,-2.98,2.58
2643,28.7503775,77.1133756,6.87,304.7,-3.21,4.44
2644,28.7503775,77.1133756,6.87,304.7,-3.21,4.44
2645,28.7503775,77.1133756,6.87,304.7,-3.21,4.44
2646,28.7503775,77.1133756,6.87,304.7,-3.21,4.44
2647,28.7503775,77.1133756,6.87,304.7,-3.21,4.44
2648,28.7503775,77.1133756,6.87,304.7,-3.21,4.44
2649,28.7503775,77.1133756,6.87,304.7,-3.21,4.44
2650,28.7503775,77.1133734,6.88,304.98,-2.45,3.72
2651,28.7503775,77.1133734,6.88,304.98,-2.45,3.72
2652,28.7503775,77.1133734,6.88,304.98,-2.45,3.72
2653,28.7503775,77.1133734,6.88,304.98,-2.45,3.72
2654,28.7503775,77.1133734,6.88,304.98,-2.45,3.72
2655,28.7503775,77.1133734,6.88,304.98,-2.45,3.72
2656,28.7503775,77.1133734,6.88,304.98,-2.45,3.72
2657,28.7503775,77.1133734,6.88,304.98,-2.45,3.72
2658,28.7503781,77.1133713,6.87,305.25,-1.13,2.05
2659,28.7503781,77.1133713,6.87,305.25,-1.13,2.05
2660,28.7503781,77.1133713,6.87,305.25,-1.13,2.05
2661,28.7503781,77.1133713,6.87,305.25,-1.13,2.05
2662,28.7503781,77.1133713,6.87,305.25,-1.13,2.05
2663,28.7503781,77.1133713,6.87,305.25,-1.13,2.05
2664,28.7503781,77.1133713,6.87,305.25,-1.13,2.05
2665,28.750379,77.1133694,6.87,305.06,-1.46,-0.31
2666,28.750379,77.1133694,6.87,305.06,-1.46,-0.31
2667,28.750379,77.1133694,6.87,305.06,-1.46,-0.31
2668,28.750379,77.1133694,6.87,305.06,-1.46,-0.31
2669,28.750379,77.1133694,6.87,305.06,-1.46,-0.31
2670,28.750379,77.1133694,6.87,305.06,-1.46,-0.31
2671,28.750379,77.1133694,6.87,305.06,-1.46,-0.31
2672,28.750379,77.1133694,6.87,305.06,-1.46,-0.31
2673,28.7503799,77.1133673,6.87,304.69,-0.38,-2.63
2674,28.7503799,77.1133673,6.87,304.69,-0.38,-2.63
2675,28.7503799,77.1133673,6.87,304.69,-0.38,-2.63
2676,28.7503799,77.1133673,6.87,304.69,-0.38,-2.63
2677,28.7503799,77.1133673,6.87,304.69,-0.38,-2.63
2678,28.7503799,77.1133673,6.87,304.69,-0.38,-2.63
2679,28.7503799,77.1133673,6.87,304.69,-0.38,-2.63
2680,28.7503807,77.1133651,6.86,304.14,0.99,-3.81
2681,28.7503807,77.1133651,6.86,304.14,0.99,-3.81
2682,28.7503807,77.1133651,6.86,304.14,0.99,-3.81
2683,28.7503807,77.1133651,6.86,304.14,0.99,-3.81
2684,28.7503807,77.1133651,6.86,304.14,0.99,-3.81
2685,28.7503807,77.1133651,6.86,304.14,0.99,-3.81
2686,28.7503807,77.1133651,6.86,304.14,0.99,-3.81
2687,28.7503807,77.1133651,6.86,304.14,0.99,-3.81
2688,28.7503811,77.1133628,6.88,303.48,2.48,-1.58
2689,28.7503811,77.1133628,6.88,303.48,2.48,-1.58
2690,28.7503811,77.1133628,6.88,303.48,2.48,-1.58
2691,28.7503811,77.1133628,6.88,303.48,2.48,-1.58
2692,28.7503811,77.1133628,6.88,303.48,2.48,-1.58
2693,28.7503811,77.1133628,6.88,303.48,2.48,-1.58
2694,28.7503811,77.1133628,6.88,303.48,2.48,-1.58
2695,28.7503813,77.1133608,6.9,303.14,4.18,0.16
2696,28.7503813,77.1133608,6.9,303.14,4.18,0.16
2697,28.7503813,77.1133608,6.9,303.14,4.18,0.16
2698,28.7503813,77.1133608,6.9,303.14,4.18,0.16
2699,28.7503813,77.1133608,6.9,303.14,4.18,0.16
2700,28.7503813,77.1133608,6.9,303.14,4.18,0.16
2701,28.7503813,77.1133608,6.9,303.14,4.18,0.16
2702,28.7503813,77.1133608,6.9,303.14,4.18,0.16
2703,28.7503812,77.1133592,6.91,303.18,5.63,0.63
2704,28.7503812,77.1133592,6.91,303.18,5.63,0.63
2705,28.7503812,77.1133592,6.91,303.18,5.63,0.63
2706,28.7503812,77.1133592,6.91,303.18,5.63,0.63
2707,28.7503812,77.1133592,6.91,303.18,5.63,0.63
2708,28.7503812,77.1133592,6.91,303.18,5.63,0.63
2709,28.7503812,77.1133592,6.91,303.18,5.63,0.63
2710,28.750381,77.1133582,6.91,303.62,4.2,-3.29
2711,28.750381,77.1133582,6.91,303.62,4.2,-3.29
2712,28.750381,77.1133582,6.91,303.62,4.2,-3.29
2713,28.750381,77.1133582,6.91,303.62,4.2,-3.29
2714,28.750381,77.1133582,6.91,303.62,4.2,-3.29
2715,28.750381,77.1133582,6.91,303.62,4.2,-3.29
2716,28.750381,77.1133582,6.91,303.62,4.2,-3.29
2717,28.750381,77.1133582,6.91,303.62,4.2,-3.29
2718,28.7503804,77.1133574,6.9,304.17,1.11,-6.27
2719,28.7503804,77.1133574,6.9,304.17,1.11,-6.27
2720,28.7503804,77.1133574,6.9,304.17,1.11,-6.27
2721,28.7503804,77.1133574,6.9,304.17,1.11,-6.27
2722,28.7503804,77.1133574,6.9,304.17,1.11,-6.27
2723,28.7503804,77.1133574,6.9,304.17,1.11,-6.27
2724,28.7503804,77.1133574,6.9,304.17,1.11,-6.27
2725,28.7503794,77.1133562,6.89,304.55,-3.18,-7.25
2726,28.7503794,77.1133562,6.89,304.55,-3.18,-7.25
2727,28.7503794,77.1133562,6.89,304.55,-3.18,-7.25
2728,28.7503794,77.1133562,6.89,304.55,-3.18,-7.25
2729,28.7503794,77.1133562,6.89,304.55,-3.18,-7.25
2730,28.7503794,77.1133562,6.89,304.55,-3.18,-7.25
2731,28.7503794,77.1133562,6.89,304.55,-3.18,-7.25
2732,28.7503794,77.1133562,6.89,304.55,-3.18,-7.25
2733,28.7503781,77.1133544,6.88,304.35,-3.5,-5.39
2734,28.7503781,77.1133544,6.88,304.35,-3.5,-5.39
2735,28.7503781,77.1133544,6.88,304.35,-3.5,-5.39
2736,28.7503781,77.1133544,6.88,304.35,-3.5,-5.39
2737,28.7503781,77.1133544,6.88,304.35,-3.5,-5.39
2738,28.7503781,77.1133544,6.88,304.35,-3.5,-5.39
2739,28.7503781,77.1133544,6.88,304.35,-3.5,-5.39
2740,28.7503767,77.1133518,6.88,304.18,-3.42,-2.84
2741,28.7503767,77.1133518,6.88,304.18,-3.42,-2.84
2742,28.7503767,77.1133518,6.88,304.18,-3.42,-2.84
2743,28.7503767,77.1133518,6.88,304.18,-3.42,-2.84
2744,28.7503767,77.1133518,6.88,304.18,-3.42,-2.84
2745,28.7503767,77.1133518,6.88,304.18,-3.42,-2.84
2746,28.7503767,77.1133518,6.88,304.18,-3.42,-2.84
2747,28.7503754,77.1133487,6.88,303.88,-2.52,-1.93
2748,28.7503754,77.1133487,6.88,303.88,-2.52,-1.93
2749,28.7503754,77.1133487,6.88,303.88,-2.52,-1.93
2750,28.7503754,77.1133487,6.88,303.88,-2.52,-1.93
2751,28.7503754,77.1133487,6.88,303.88,-2.52,-1.93
2752,28.7503754,77.1133487,6.88,303.88,-2.52,-1.93
2753,28.7503754,77.1133487,6.88,303.88,-2.52,-1.93
2754,28.7503754,77.1133487,6.88,303.88,-2.52,-1.93
2755,28.7503744,77.1133456,6.88,303.28,-0.24,-0.26
2756,28.7503744,77.1133456,6.88,303.28,-0.24,-0.26
2757,28.7503744,77.1133456,6.88,303.28,-0.24,-0.26
2758,28.7503744,77.1133456,6.88,303.28,-0.24,-0.26
2759,28.7503744,77.1133456,6.88,303.28,-0.24,-0.26
2760,28.7503744,77.1133456,6.88,303.28,-0.24,-0.26
2761,28.7503744,77.1133456,6.88,303.28,-0.24,-0.26
2762,28.7503744,77.1133456,6.88,303.28,-0.24,-0.26
2763,28.7503736,77.1133425,6.87,302.79,0.54,1.53
2764,28.7503736,77.1133425,6.87,302.79,0.54,1.53
2765,28.7503736,77.1133425,6.87,302.79,0.54,1.53
2766,28.7503736,77.1133425,6.87,302.79,0.54,1.53
2767,28.7503736,77.1133425,6.87,302.79,0.54,1.53
2768,28.7503736,77.1133425,6.87,302.79,0.54,1.53
2769,28.7503736,77.1133425,6.87,302.79,0.54,1.53
2770,28.750373,77.1133398,6.85,302.46,2.19,2.46
2771,28.750373,77.1133398,6.85,302.46,2.19,2.46
2772,28.750373,77.1133398,6.85,302.46,2.19,2.46
2773,28.750373,77.1133398,6.85,302.46,2.19,2.46
2774,28.750373,77.1133398,6.85,302.46,2.19,2.46
2775,28.750373,77.1133398,6.85,302.46,2.19,2.46
2776,28.750373,77.1133398,6.85,302.46,2.19,2.46
2777,28.750373,77.1133398,6.85,302.18,3.11,3.12
2778,28.7503728,77.1133376,6.86,302.18,3.11,3.12
2779,28.7503728,77.1133376,6.86,302.18,3.11,3.12
2780,28.7503728,77.1133376,6.86,302.18,3.11,3.12
2781,28.7503728,77.1133376,6.86,302.18,3.11,3.12
2782,28.7503728,77.1133376,6.86,302.18,3.11,3.12
2783,28.7503728,77.1133376,6.86,302.18,3.11,3.12
2784,28.7503728,77.1133376,6.86,302.18,3.11,3.12
2785,28.7503727,77.113336,6.86,301.88,2.39,3.12
2786,28.7503727,77.113336,6.86,301.88,2.39,3.12
2787,28.7503727,77.113336,6.86,301.88,2.39,3.12
2788,28.7503727,77.113336,6.86,301.88,2.39,3.12
2789,28.7503727,77.113336,6.86,301.88,2.39,3.12
2790,28.7503727,77.113336,6.86,301.88,2.39,3.12
2791,28.7503727,77.113336,6.86,301.88,2.39,3.12
2792,28.7503727,77.1133348,6.85,301.8,0.78,0.87
2793,28.7503727,77.1133348,6.85,301.8,0.78,0.87
2794,28.7503727,77.1133348,6.85,301.8,0.78,0.87
2795,28.7503727,77.1133348,6.85,301.8,0.78,0.87
2796,28.7503727,77.1133348,6.85,301.8,0.78,0.87
2797,28.7503727,77.1133348,6.85,301.8,0.78,0.87
2798,28.7503727,77.1133348,6.85,301.8,0.78,0.87
2799,28.7503727,77.1133348,6.85,301.8,0.78,0.87
2800,28.7503729,77.1133338,6.84,302.06,2.3,-1.49
2801,28.7503729,77.1133338,6.84,302.06,2.3,-1.49
2802,28.7503729,77.1133338,6.84,302.06,2.3,-1.49
2803,28.7503729,77.1133338,6.84,302.06,2.3,-1.49
2804,28.7503729,77.1133338,6.84,302.06,2.3,-1.49
2805,28.7503729,77.1133338,6.84,302.06,2.3,-1.49
2806,28.7503729,77.1133338,6.84,302.06,2.3,-1.49
2807,28.7503728,77.1133329,6.84,302.63,4.07,-3.21
2808,28.7503728,77.1133329,6.84,302.63,4.07,-3.21
2809,28.7503728,77.1133329,6.84,302.63,4.07,-3.21
2810,28.7503728,77.1133329,6.84,302.63,4.07,-3.21
2811,28.7503728,77.1133329,6.84,302.63,4.07,-3.21
2812,28.7503728,77.1133329,6.84,302.63,4.07,-3.21
2813,28.7503728,77.1133329,6.84,302.63,4.07,-3.21
2814,28.7503728,77.1133329,6.84,302.63,4.07,-3.21
2815,28.7503725,77.1133322,6.86,303.1,3.26,-2.18
2816,28.7503725,77.1133322,6.86,303.1,3.26,-2.18
2817,28.7503725,77.1133322,6.86,303.1,3.26,-2.18
2818,28.7503725,77.1133322,6.86,303.1,3.26,-2.18
2819,28.7503725,77.1133322,6.86,303.1,3.26,-2.18
2820,28.7503725,77.1133322,6.86,303.1,3.26,-2.18
2821,28.7503725,77.1133322,6.86,303.1,3.26,-2.18
2822,28.7503717,77.1133318,6.88,303.2,1.45,-1.09
2823,28.7503717,77.1133318,6.88,303.2,1.45,-1.09
2824,28.7503717,77.1133318,6.88,303.2,1.45,-1.09
2825,28.7503717,77.1133318,6.88,303.2,1.45,-1.09
2826,28.7503717,77.1133318,6.88,303.2,1.45,-1.09
2827,28.7503717,77.1133318,6.88,303.2,1.45,-1.09
2828,28.7503717,77.1133318,6.88,303.2,1.45,-1.09
2829,28.7503717,77.1133318,6.88,303.2,1.45,-1.09
2830,28.7503708,77.1133313,6.89,303.11,0.2,-0.77
2831,28.7503708,77.1133313,6.89,303.11,0.2,-0.77
2832,28.7503708,77.1133313,6.89,303.11,0.2,-0.77
2833,28.7503708,77.1133313,6.89,303.11,0.2,-0.77
2834,28.7503708,77.1133313,6.89,303.11,0.2,-0.77
2835,28.7503708,77.1133313,6.89,303.11,0.2,-0.77
2836,28.7503708,77.1133313,6.89,303.11,0.2,-0.77
2837,28.7503701,77.1133307,6.88,302.86,-0.16,0.05
2838,28.7503701,77.1133307,6.88,302.86,-0.16,0.05
2839,28.7503701,77.1133307,6.88,302.86,-0.16,0.05
2840,28.7503701,77.1133307,6.88,302.86,-0.16,0.05
2841,28.7503701,77.1133307,6.88,302.86,-0.16,0.05
2842,28.7503701,77.1133307,6.88,302.86,-0.16,0.05
2843,28.7503701,77.1133307,6.88,302.86,-0.16,0.05
2844,28.7503701,77.1133307,6.88,302.86,-0.16,0.05
2845,28.7503697,77.11333,6.86,302.68,0.32,-0.44
2846,28.7503697,77.11333,6.86,302.68,0.32,-0.44
2847,28.7503697,77.11333,6.86,302.68,0.32,-0.44
2848,28.7503697,77.11333,6.86,302.68,0.32,-0.44
2849,28.7503697,77.11333,6.86,302.68,0.32,-0.44
2850,28.7503697,77.11333,6.86,302.68,0.32,-0.44
2851,28.7503697,77.11333,6.86,302.68,0.32,-0.44
2852,28.7503693,77.1133293,6.84,302.8,1.28,-1.69
2853,28.7503693,77.1133293,6.84,302.8,1.28,-1.69
2854,28.7503693,77.1133293,6.84,302.8,1.28,-1.69
2855,28.7503693,77.1133293,6.84,302.8,1.28,-1.69
2856,28.7503693,77.1133293,6.84,302.8,1.28,-1.69
2857,28.7503693,77.1133293,6.84,302.8,1.28,-1.69
2858,28.7503693,77.1133293,6.84,302.8,1.28,-1.69
2859,28.7503693,77.1133293,6.84,302.8,1.28,-1.69
2860,28.750369,77.1133287,6.82,302.94,0.84,-4.27
2861,28.750369,77.1133287,6.82,302.94,0.84,-4.27
2862,28.750369,77.1133287,6.82,302.94,0.84,-4.27
2863,28.750369,77.1133287,6.82,302.94,0.84,-4.27
2864,28.750369,77.1133287,6.82,302.94,0.84,-4.27
2865,28.750369,77.1133287,6.82,302.94,0.84,-4.27
2866,28.750369,77.1133287,6.82,302.94,0.84,-4.27
2867,28.7503685,77.1133279,6.81,303.1,0.71,-3.99
2868,28.7503685,77.1133279,6.81,303.1,0.71,-3.99
2869,28.7503685,77.1133279,6.81,303.1,0.71,-3.99
2870,28.7503685,77.1133279,6.81,303.1,0.71,-3.99
2871,28.7503685,77.1133279,6.81,303.1,0.71,-3.99
2872,28.7503685,77.1133279,6.81,303.1,0.71,-3.99
2873,28.7503685,77.1133279,6.81,303.1,0.71,-3.99
2874,28.7503685,77.1133279,6.81,303.1,0.71,-3.99
2875,28.7503679,77.1133271,6.83,303.1,0.41,-3.75
2876,28.7503679,77.1133271,6.83,303.1,0.41,-3.75
2877,28.7503679,77.1133271,6.83,303.1,0.41,-3.75
2878,28.7503679,77.1133271,6.83,303.1,0.41,-3.75
2879,28.7503679,77.1133271,6.83,303.1,0.41,-3.75
2880,28.7503679,77.1133271,6.83,303.1,0.41,-3.75
2881,28.7503679,77.1133271,6.83,303.1,0.41,-3.75
2882,28.7503679,77.1133271,6.83,303.1,0.41,-3.75
2883,28.7503672,77.1133263,6.83,302.88,1.44,-2.27
2884,28.7503672,77.1133263,6.83,302.88,1.44,-2.27
2885,28.7503672,77.1133263,6.83,302.88,1.44,-2.27
2886,28.7503672,77.1133263,6.83,302.88,1.44,-2.27
2887,28.7503672,77.1133263,6.83,302.88,1.44,-2.27
2888,28.7503672,77.1133263,6.83,302.88,1.44,-2.27
2889,28.7503672,77.1133263,6.83,302.88,1.44,-2.27
2890,28.7503666,77.1133255,6.84,303.03,1.61,-0.09
2891,28.7503666,77.1133255,6.84,303.03,1.61,-0.09
2892,28.7503666,77.1133255,6.84,303.03,1.61,-0.09
2893,28.7503666,77.1133255,6.84,303.03,1.61,-0.09
2894,28.7503666,77.1133255,6.84,303.03,1.61,-0.09
2895,28.7503666,77.1133255,6.84,303.03,1.61,-0.09
2896,28.7503666,77.1133255,6.84,303.03,1.61,-0.09
2897,28.7503661,77.1133251,6.85,303.01,1.38,1.88
2898,28.7503661,77.1133251,6.85,303.01,1.38,1.88
2899,28.7503661,77.1133251,6.85,303.01,1.38,1.88
2900,28.7503661,77.1133251,6.85,303.01,1.38,1.88
2901,28.7503661,77.1133251,6.85,303.01,1.38,1.88
2902,28.7503661,77.1133251,6.85,303.01,1.38,1.88
2903,28.7503661,77.1133251,6.85,303.01,1.38,1.88
2904,28.7503661,77.1133251,6.85,303.01,1.38,1.88
2905,28.750366,77.1133249,6.86,302.87,1.45,2.53
2906,28.750366,77.1133249,6.86,302.87,1.45,2.53
2907,28.750366,77.1133249,6.86,302.87,1.45,2.53
2908,28.750366,77.1133249,6.86,302.87,1.45,2.53
2909,28.750366,77.1133249,6.86,302.87,1.45,2.53
2910,28.750366,77.1133249,6.86,302.87,1.45,2.53
2911,28.750366,77.1133249,6.86,302.87,1.45,2.53
2912,28.7503661,77.1133251,6.87,302.55,0.35,0.51
2913,28.7503661,77.1133251,6.87,302.55,0.35,0.51
2914,28.7503661,77.1133251,6.87,302.55,0.35,0.51
2915,28.7503661,77.1133251,6.87,302.55,0.35,0.51
2916,28.7503661,77.1133251,6.87,302.55,0.35,0.51
2917,28.7503661,77.1133251,6.87,302.55,0.35,0.51
2918,28.7503661,77.1133251,6.87,302.55,0.35,0.51
2919,28.7503661,77.1133251,6.87,302.55,0.35,0.51
2920,28.7503665,77.1133253,6.87,302.47,0.18,-1.55
2921,28.7503665,77.1133253,6.87,302.47,0.18,-1.55
2922,28.7503665,77.1133253,6.87,302.47,0.18,-1.55
2923,28.7503665,77.1133253,6.87,302.47,0.18,-1.55
2924,28.7503665,77.1133253,6.87,302.47,0.18,-1.55
2925,28.7503665,77.1133253,6.87,302.47,0.18,-1.55
2926,28.7503665,77.1133253,6.87,302.47,0.18,-1.55
2927,28.7503668,77.1133255,6.87,302.49,0.78,-2.13
2928,28.7503668,77.1133255,6.87,302.49,0.78,-2.13
2929,28.7503668,77.1133255,6.87,302.49,0.78,-2.13
2930,28.7503668,77.1133255,6.87,302.49,0.78,-2.13
2931,28.7503668,77.1133255,6.87,302.49,0.78,-2.13
2932,28.7503668,77.1133255,6.87,302.49,0.78,-2.13
2933,28.7503668,77.1133255,6.87,302.49,0.78,-2.13
2934,28.7503668,77.1133255,6.87,302.49,0.78,-2.13
2935,28.7503669,77.1133257,6.86,302.29,1.26,-1.46
2936,28.7503669,77.1133257,6.86,302.29,1.26,-1.46
2937,28.7503669,77.1133257,6.86,302.29,1.26,-1.46
2938,28.7503669,77.1133257,6.86,302.29,1.26,-1.46
2939,28.7503669,77.1133257,6.86,302.29,1.26,-1.46
2940,28.7503669,77.1133257,6.86,302.29,1.26,-1.46
2941,28.7503669,77.1133257,6.86,302.29,1.26,-1.46
2942,28.7503671,77.1133258,6.85,301.95,0.85,-0.95
2943,28.7503671,77.1133258,6.85,301.95,0.85,-0.95
2944,28.7503671,77.1133258,6.85,301.95,0.85,-0.95
2945,28.7503671,77.1133258,6.85,301.95,0.85,-0.95
2946,28.7503671,77.1133258,6.85,301.95,0.85,-0.95
2947,28.7503671,77.1133258,6.85,301.95,0.85,-0.95
2948,28.7503671,77.1133258,6.85,301.95,0.85,-0.95
2949,28.7503671,77.1133258,6.85,301.95,0.85,-0.95
2950,28.7503672,77.1133259,6.83,301.47,0.57,-1.45
2951,28.7503672,77.1133259,6.83,301.47,0.57,-1.45
2952,28.7503672,77.1133259,6.83,301.47,0.57,-1.45
2953,28.7503672,77.1133259,6.83,301.47,0.57,-1.45
2954,28.7503672,77.1133259,6.83,301.47,0.57,-1.45
2955,28.7503672,77.1133259,6.83,301.47,0.57,-1.45
2956,28.7503672,77.1133259,6.83,301.47,0.57,-1.45
2957,28.7503673,77.1133259,6.82,301.24,0.05,-1.64
2958,28.7503673,77.1133259,6.82,301.24,0.05,-1.64
2959,28.7503673,77.1133259,6.82,301.24,0.05,-1.64
2960,28.7503673,77.1133259,6.82,301.24,0.05,-1.64
2961,28.7503673,77.1133259,6.82,301.24,0.05,-1.64
2962,28.7503673,77.1133259,6.82,301.24,0.05,-1.64
2963,28.7503673,77.1133259,6.82,301.24,0.05,-1.64
2964,28.7503673,77.1133259,6.82,301.24,0.05,-1.64
2965,28.7503672,77.113326,6.82,301.24,0.36,-5.76
2966,28.7503672,77.113326,6.82,301.24,0.36,-5.76
2967,28.7503672,77.113326,6.82,301.24,0.36,-5.76
2968,28.7503672,77.113326,6.82,301.24,0.36,-5.76
2969,28.7503672,77.113326,6.82,301.24,0.36,-5.76
2970,28.7503672,77.113326,6.82,301.24,0.36,-5.76
2971,28.7503672,77.113326,6.82,301.24,0.36,-5.76
2972,28.7503668,77.1133255,6.83,301.35,1.01,-7.78
2973,28.7503668,77.1133255,6.83,301.35,1.01,-7.78
2974,28.7503668,77.1133255,6.83,301.35,1.01,-7.78
2975,28.7503668,77.1133255,6.83,301.35,1.01,-7.78
2976,28.7503668,77.1133255,6.83,301.35,1.01,-7.78
2977,28.7503668,77.1133255,6.83,301.35,1.01,-7.78
2978,28.7503668,77.1133255,6.83,301.35,1.01,-7.78
2979,28.7503668,77.1133255,6.83,301.35,1.01,-7.78
2980,28.7503657,77.1133247,6.84,301.4,1.34,-6.24
2981,28.7503657,77.1133247,6.84,301.4,1.34,-6.24
2982,28.7503657,77.1133247,6.84,301.4,1.34,-6.24
2983,28.7503657,77.1133247,6.84,301.4,1.34,-6.24
2984,28.7503657,77.1133247,6.84,301.4,1.34,-6.24
2985,28.7503657,77.1133247,6.84,301.4,1.34,-6.24
2986,28.7503657,77.1133247,6.84,301.4,1.34,-6.24
2987,28.7503641,77.1133237,6.84,301.16,2.21,-4.07
2988,28.7503641,77.1133237,6.84,301.16,2.21,-4.07
2989,28.7503641,77.1133237,6.84,301.16,2.21,-4.07
2990,28.7503641,77.1133237,6.84,301.16,2.21,-4.07
2991,28.7503641,77.1133237,6.84,301.16,2.21,-4.07
2992,28.7503641,77.1133237,6.84,301.16,2.21,-4.07
2993,28.7503641,77.1133237,6.84,301.16,2.21,-4.07
2994,28.7503641,77.1133237,6.84,301.16,2.21,-4.07
2995,28.7503621,77.1133226,6.83,301.15,2.89,-3.81
2996,28.7503621,77.1133226,6.83,301.15,2.89,-3.81
2997,28.7503621,77.1133226,6.83,301.15,2.89,-3.81
2998,28.7503621,77.1133226,6.83,301.15,2.89,-3.81
2999,28.7503621,77.1133226,6.83,301.15,2.89,-3.81
3000,28.7503621,77.1133226,6.83,301.15,2.89,-3.81
3001,28.7503621,77.1133226,6.83,301.15,2.89,-3.81
3002,28.75036,77.1133217,6.82,301.22,2.17,-4.7
3003,28.75036,77.1133217,6.82,301.22,2.17,-4.7
3004,28.75036,77.1133217,6.82,301.22,2.17,-4.7
3005,28.75036,77.1133217,6.82,301.22,2.17,-4.7
3006,28.75036,77.1133217,6.82,301.22,2.17,-4.7
3007,28.75036,77.1133217,6.82,301.22,2.17,-4.7
3008,28.75036,77.1133217,6.82,301.22,2.17,-4.7
3009,28.75036,77.1133217,6.82,301.22,2.17,-4.7
3010,28.7503576,77.1133208,6.82,301.32,1.9,-4.2
3011,28.7503576,77.1133208,6.82,301.32,1.9,-4.2
3012,28.7503576,77.1133208,6.82,301.32,1.9,-4.2
3013,28.7503576,77.1133208,6.82,301.32,1.9,-4.2
3014,28.7503576,77.1133208,6.82,301.32,1.9,-4.2
3015,28.7503576,77.1133208,6.82,301.32,1.9,-4.2
3016,28.7503576,77.1133208,6.82,301.32,1.9,-4.2
3017,28.7503549,77.1133198,6.83,301.34,1.19,-3.71
3018,28.7503549,77.1133198,6.83,301.34,1.19,-3.71
